zipcode,Station_Name,Corner,Latitude,Longitude
10010,3rd Av,NE,40.733122,-73.986548
10010,3rd Av,NE,40.733277,-73.986931
10010,23rd St,NW,40.743121,-73.993099
10010,23rd St,NW,40.743066,-73.992971
10010,23rd St,SW,40.742977,-73.993188
10010,23rd St,SW,40.742922,-73.993066
10010,28th St,NW,40.743484,-73.98428
10010,28th St,SW,40.743394,-73.984409
10010,28th St,SW,40.743351,-73.984302
10010,23rd St,NW,40.740419,-73.986452
10010,23rd St,SW,40.739501,-73.987134
10010,23rd St,SW,40.740097,-73.986601
10010,23rd St,SW,40.74018,-73.986617
10010,23rd St,NW,40.739674,-73.98704
10010,23rd St,NE,40.739477,-73.986562
10010,14th St-Union Square,SW,40.735184,-73.989793
10010,14th St-Union Square,SW,40.734495,-73.990311
10010,14th St-Union Square,SW,40.734444,-73.990184
10010,Union Square,SW,40.735311,-73.990265
zipcode,Station_Name,Corner,Latitude,Longitude
10023,72nd St,SW,40.776217,-73.976247
10023,72nd St,NW,40.776431,-73.975977
10023,72nd St,NE,40.779146,-73.981822
10023,72nd St,NE,40.778875,-73.981877
10023,66th St-Lincoln Center,SE,40.773738,-73.982448
10023,66th St-Lincoln Center,SE,40.773829,-73.982433
10023,66th St-Lincoln Center,SE,40.773576,-73.982425
10023,72nd St,SW,40.77494,-73.977144
10023,59th St,NE,40.768649,-73.981184
10023,72nd St,SE,40.778585,-73.981923
10023,66th St-Lincoln Center,SE,40.773536,-73.982006
10023,66th St-Lincoln Center,SE,40.773457,-73.982004
10023,66th St-Lincoln Center,SE,40.773682,-73.982015
10023,59th St-Columbus Circle,SW,40.768777,-73.982106
10023,59th St-Columbus Circle,SE,40.769227,-73.9824
10023,59th St-Columbus Circle,SE,40.769365,-73.982392
10023,59th St,West,40.768719,-73.981788
10023,72nd St,SE,40.778437,-73.981947
zipcode,Station_Name,Corner,Latitude,Longitude
10022,5th Av,SE,40.764728,-73.972396
10022,5th Av,NE,40.764849,-73.972306
10022,5th Av,SE,40.764657,-73.972229
10022,Lexington Av,NW,40.764884,-73.966514
10022,Lexington Av,NW,40.764874,-73.966431
10022,Lexington Av,NW,40.764881,-73.966411
10022,Lexington Av,SW,40.764721,-73.966552
10022,Lexington Av,NW,40.764866,-73.966422
10022,57th St,NE,40.763874,-73.977358
10022,57th St,SW,40.764227,-73.97743
10022,57th St,SE,40.763998,-73.977264
10022,57th St,NW,40.764652,-73.977119
10022,57th St,NE,40.764564,-73.97683
10022,Lexington Av-53rd St,NE,40.758329,-73.970567
10022,Lexington Av-53rd St,SE,40.75812,-73.970958
10022,5th Av-53rd St,SW,40.760422,-73.976146
10022,5th Av-53rd St,NE,40.760373,-73.975562
10022,5th Av-53rd St,SE,40.760267,-73.975638
10022,59th St,SW,40.762836,-73.96804
10022,51st St,SW,40.757123,-73.972117
10022,51st St,NW,40.757293,-73.972108
10022,51st St,SW,40.757157,-73.972196
10022,51st St,NW,40.757298,-73.971939
10022,Lexington Av,SW,40.762092,-73.96634
10022,Lexington Av,NW,40.762353,-73.966155
10022,Lexington Av,SE,40.761996,-73.966105
10022,Lexington Av,NE,40.762255,-73.965918
10022,5th Av,SW,40.764599,-73.974228
10022,5th Av,NE,40.764859,-73.973998
10022,Lexington Av-53rd St,NE,40.757784,-73.971098
10022,Lexington Av-53rd St,NE,40.757804,-73.971141
10022,5th Av-53rd St,NE,40.759721,-73.973858
10022,5th Av-53rd St,SE,40.759556,-73.974068
10022,59th St,SE,40.76266,-73.967625
10022,59th St,NW,40.762414,-73.968371
10022,59th St,SW,40.762266,-73.968479
10022,59th St,NE,40.762835,-73.967554
10022,59th St,SE,40.762069,-73.968016
10022,51st St,NW,40.756686,-73.97251
10022,51st St,SE,40.756999,-73.971803
10022,51st St,NE,40.757126,-73.971721
10022,51st St,SE,40.756964,-73.971712
10022,51st St,NE,40.757059,-73.97157
10022,Grand Central-42nd St,SE,40.751721,-73.977197
10022,Lexington Av-53rd St,SE,40.757475,-73.969255
10022,Lexington Av-53rd St,NE,40.757718,-73.969161
10022,Lexington Av-53rd St,NE,40.757685,-73.969125
10022,Grand Central-42nd St,SE,40.751801,-73.975294
10022,59th St,NW,40.762986,-73.96785
zipcode,Station_Name,Corner,Latitude,Longitude
10031,155th St,SW,40.830744,-73.941597
10031,155th St,SW,40.830854,-73.941638
10031,155th St,NW,40.831106,-73.94155
10031,155th St,NW,40.831139,-73.941447
10031,155th St,NE,40.831031,-73.941149
10031,155th St,NE,40.830921,-73.9411
10031,145th St,SE,40.823791,-73.944726
10031,145th St,SW,40.823915,-73.945027
10031,145th St,NW,40.824244,-73.944931
10031,145th St,NE,40.824028,-73.944409
10031,157th St,NW,40.834268,-73.945183
10031,157th St,NW,40.834221,-73.945073
10031,145th St,NE,40.826657,-73.95052
10031,137th St-City College,NW,40.821584,-73.954223
10031,137th St-City College,SW,40.821348,-73.954408
10031,145th St,NW,40.825622,-73.943796
10031,145th St,NE,40.825581,-73.943444
10031,135th St,SW,40.818558,-73.947543
10031,135th St,SE,40.818354,-73.947213
10031,157th St,SE,40.83386,-73.94462
10031,157th St,SE,40.833832,-73.944753
10031,145th St,SW,40.826199,-73.950392
10031,145th St,NW,40.826513,-73.950162
10031,137th St-City College,NE,40.821454,-73.953856
10031,137th St-City College,NE,40.821391,-73.953906
zipcode,Station_Name,Corner,Latitude,Longitude
10280,Bowling Green,SW,40.704659,-74.01392
10280,Rector St,NE,40.706345,-74.014
10280,Rector St,NW,40.706493,-74.014319
10280,Rector St,NE,40.706527,-74.014144
10280,Rector St,NE,40.706597,-74.014115
10280,Rector St,SW,40.707564,-74.013853
10280,Bowling Green,NW,40.704825,-74.014572
10280,Bowling Green,NW,40.704795,-74.014454
10280,Bowling Green,SW,40.704157,-74.014509
zipcode,Station_Name,Corner,Latitude,Longitude
10033,190th St,NW,40.858899,-73.932702
10033,190th St,SE,40.858886,-73.934226
10033,181st St,SE,40.852759,-73.936636
10033,181st St,SE,40.850752,-73.93813
10033,175th St,NE,40.847946,-73.939375
10033,175th St,SW,40.847809,-73.939807
10033,175th St,NW,40.847944,-73.939679
10033,175th St,NE,40.847859,-73.939303
10033,175th St,NW,40.847992,-73.939564
10033,Dyckman St,SW,40.861183,-73.92511
10033,Dyckman St,SW,40.861187,-73.925078
10033,191st St,SW,40.855374,-73.929536
10033,191st St,NE,40.856413,-73.932605
10033,181st St,NE,40.849435,-73.933428
10033,181st St,SE,40.849098,-73.933747
10033,181st St,SW,40.850778,-73.938472
10033,181st St,SE,40.850717,-73.938214
10033,181st St,SW,40.85087,-73.938537
10033,175th St,SW,40.846352,-73.940287
10033,175th St,SE,40.846407,-73.939861
zipcode,Station_Name,Corner,Latitude,Longitude
10001,28th St,SE,40.745089,-73.988472
10001,28th St,NE,40.745299,-73.988579
10001,42nd St,NE,40.757286,-73.989582
10001,42nd St,SW,40.755989,-73.991049
10001,42nd St,SE,40.755801,-73.990576
10001,42nd St,NW,40.756101,-73.990887
10001,34th St,SE,40.75202,-73.993352
10001,34th St,NE,40.752161,-73.993109
10001,23rd St,SE,40.745102,-73.998365
10001,23rd St,NE,40.745299,-73.998145
10001,42nd St,SW,40.754849,-73.984627
10001,34th St,,40.749615,-73.988159
10001,34th St,SW,40.749845,-73.988254
10001,34th St,NW,40.750088,-73.988142
10001,Times Square,NW,40.756241,-73.987133
10001,Times Square,SW,40.756042,-73.987242
10001,34th St,SW,40.751046,-73.991271
10001,23rd St,SE,40.74391,-73.995608
10001,23rd St,NE,40.74412,-73.995348
10001,49th St,SE,40.75903,-73.984412
10001,49th St,NE,40.759513,-73.984884
10001,49th St,NW,40.759384,-73.984709
10001,Times Square-42nd St,SE,40.754172,-73.98668
10001,Times Square-42nd St,SW,40.754335,-73.987097
10001,Times Square-42nd St,NE,40.754301,-73.986623
10001,Times Square-42nd St,NW,40.754507,-73.987108
10001,34th St,SE,40.74959,-73.98762
10001,34th St,NE,40.749891,-73.987495
10001,34th St,NE,40.748294,-73.987976
10001,34th St,NW,40.748477,-73.988288
10001,28th St,SW,40.745281,-73.988923
10001,28th St,NW,40.745488,-73.98901
10001,42nd St,SW,40.758567,-73.989053
10001,42nd St,SE,40.758401,-73.988673
10001,42nd St,NW,40.758685,-73.98899
10001,34th St,SE,40.752689,-73.992742
10001,34th St,NE,40.752796,-73.992669
10001,34th St,NE,40.752766,-73.992596
10001,34th St,SW,40.752877,-73.993244
10001,34th St,NW,40.753053,-73.993256
10001,34th St,NW,40.753032,-73.993188
10001,34th St,SW,40.752178,-73.993701
10001,34th St,NW,40.752427,-73.993679
10001,23rd St,NW,40.746732,-73.997711
10001,23rd St,SW,40.746603,-73.997801
10001,23rd St,SW,40.745278,-73.998771
10001,23rd St,NW,40.745505,-73.998642
10001,23rd St,NE,40.746535,-73.997271
10001,23rd St,NE,40.746483,-73.997142
10001,23rd St,NW,40.74611,-73.998145
10001,23rd St,SE,40.745814,-73.997852
10001,23rd St,SE,40.746427,-73.99735
10001,42nd St,NW,40.753709,-73.985084
10001,42nd St,NW,40.755008,-73.984249
10001,42nd St,SW,40.753473,-73.985259
10001,42nd St,SE,40.753408,-73.984892
10001,42nd St,NE,40.753546,-73.984779
10001,34th St,SW,40.750674,-73.988031
10001,34th St,SE,40.750271,-73.987066
10001,34th St,NW,40.75088,-73.988096
10001,34th St,NW,40.750647,-73.987346
10001,34th St,NE,40.750404,-73.986989
10001,Times Square,SW,40.754691,-73.988067
10001,Times Square,SE,40.754568,-73.987827
10001,Times Square,NW,40.755554,-73.987679
10001,Times Square,SE,40.755575,-73.986311
10001,34th St,NE,40.749656,-73.99113
10001,34th St,SE,40.750077,-73.99082
10001,34th St,NE,40.750283,-73.99065
10001,34th St,NE,40.750313,-73.990854
10001,34th St,NW,40.750476,-73.991254
10001,34th St,SW,40.750982,-73.990899
10001,34th St,NW,40.751187,-73.990791
10001,28th St,SW,40.747264,-73.993611
10001,28th St,NW,40.747392,-73.99351
10001,28th St,NW,40.746787,-73.993955
10001,28th St,NE,40.746594,-73.993555
10001,23rd St,SW,40.744017,-73.995901
10001,23rd St,NW,40.744313,-73.995811
10001,28th St,NW,40.743484,-73.98428
10001,Times Square,SW,40.756476,-73.986311
10001,42nd St,SW,40.757929,-73.989547
10001,42nd St,NW,40.757463,-73.989984
10001,34th St,SE,40.751291,-73.993887
10001,34th St,NE,40.751432,-73.993538
10001,34th St,NW,40.751677,-73.994107
10001,34th St,SW,40.751561,-73.994243
10001,34th St,SW,40.751539,-73.994181
10001,34th St,SW,40.74895,-73.988623
10001,34th St,NW,40.748746,-73.988774
10001,Times Square,SE,40.755747,-73.986875
10001,Times Square,SE,40.755248,-73.987362
10001,Times Square,SE,40.755334,-73.9872
10001,34th St,W,40.74979,-73.991721
10001,34th St,SE,40.75081,-73.990481
10001,34th St,NE,40.75102,-73.990323
10001,28th St,SE,40.747036,-73.993138
10001,28th St,NE,40.747216,-73.993121
zipcode,Station_Name,Corner,Latitude,Longitude
10009,3rd Av,SE,40.732961,-73.986657
10009,3rd Av,SE,40.733134,-73.987041
10009,1st Av,NE,40.731397,-73.982112
10009,1st Av,NE,40.731483,-73.982145
10009,Delancey St,NW,40.718781,-73.988233
10009,Delancey St,NE,40.718778,-73.987961
10009,3rd Av,NE,40.733122,-73.986548
10009,3rd Av,NE,40.733277,-73.986931
10009,1st Av,SE,40.73105,-73.982625
10009,1st Av,SE,40.731118,-73.982563
zipcode,Station_Name,Corner,Latitude,Longitude
10029,116th St,SW,40.798466,-73.941882
10029,116th St,NW,40.798852,-73.9416
10029,110th St,SW,40.794804,-73.944613
10029,110th St,NW,40.794927,-73.944502
10029,103rd St,SW,40.790279,-73.947856
10029,103rd St,SE,40.790193,-73.947649
10029,96th St,SW,40.785843,-73.951232
10029,96th St,SE,40.78564,-73.95093
10029,96th St,NW,40.786055,-73.951057
10029,96th St,NE,40.785903,-73.950695
10029,110th St-Central Park North,NW,40.798497,-73.952672
10029,116th St,SE,40.798404,-73.941647
10029,116th St,NE,40.798742,-73.941406
10029,110th St,SE,40.794682,-73.944319
10029,110th St,NE,40.794811,-73.944235
10029,110th St-Central Park North,NW,40.799033,-73.952058
zipcode,Station_Name,Corner,Latitude,Longitude
10019,57th St,SW,40.765365,-73.980341
10019,57th St,SE,40.765298,-73.980033
10019,57th St,NW,40.765796,-73.980012
10019,57th St,NE,40.765639,-73.979764
10019,49th St,SW,40.760486,-73.983974
10019,49th St,NW,40.760621,-73.983904
10019,59th St,NW,40.766944,-73.982941
10019,59th St,SE,40.766488,-73.982708
10019,59th St,NW,40.767667,-73.982408
10019,59th St,NW,40.767677,-73.982526
10019,59th St,NW,40.767659,-73.982542
10019,59th St,NE,40.766725,-73.982563
10019,59th St,NW,40.767643,-73.982563
10019,59th St,NW,40.766745,-73.983408
10019,59th St,NW,40.766416,-73.983301
10019,59th St,NE,40.767367,-73.982137
10019,50th St,NW,40.761968,-73.986662
10019,50th St,SW,40.762312,-73.986378
10019,50th St,NW,40.762452,-73.986299
10019,50th St,NW,40.761968,-73.986662
10019,50th St,SW,40.762312,-73.986378
10019,50th St,SW,40.761741,-73.986924
10019,50th St,SW,40.761691,-73.986805
10019,57th St,NE,40.763874,-73.977358
10019,57th St,SW,40.764227,-73.97743
10019,57th St,SE,40.763998,-73.977264
10019,57th St,NW,40.764652,-73.977119
10019,57th St,NE,40.764564,-73.97683
10019,57th St,SW,40.763482,-73.977974
10019,57th St,SE,40.763392,-73.977674
10019,57th St,NW,40.763831,-73.977718
10019,47-50th Sts Rockefeller Center,NW,40.759434,-73.981001
10019,47-50th Sts Rockefeller Center,SW,40.759896,-73.980706
10019,47-50th Sts Rockefeller Center,SW,40.760502,-73.980218
10019,47-50th Sts Rockefeller Center,NE,40.759953,-73.980117
10019,47-50th Sts Rockefeller Center,NW,40.760125,-73.980499
10019,47-50th Sts Rockefeller Center,NE,40.759301,-73.980594
10019,47-50th Sts Rockefeller Center,NW,40.759414,-73.981035
10019,47-50th Sts Rockefeller Center,SE,40.758996,-73.980788
10019,5th Av-53rd St,SW,40.760422,-73.976146
10019,5th Av-53rd St,NE,40.760373,-73.975562
10019,5th Av-53rd St,SE,40.760267,-73.975638
10019,7th Av,NE,40.762937,-73.981578
10019,7th Av,SE,40.762793,-73.98169
10019,50th St,SE,40.761111,-73.983436
10019,50th St,SE,40.761282,-73.983853
10019,50th St,NE,40.761212,-73.983357
10019,50th St,NE,40.761367,-73.983782
10019,5th Av,SW,40.764599,-73.974228
10019,5th Av,NE,40.764935,-73.974191
10019,5th Av,NE,40.764859,-73.973998
10019,57th St,SW,40.764258,-73.981278
10019,57th St,SE,40.764057,-73.980803
10019,57th St,NW,40.764377,-73.981167
10019,57th St,NE,40.764179,-73.980683
10019,49th St,NE,40.760454,-73.983388
10019,49th St,SE,40.75903,-73.984412
10019,49th St,NE,40.759513,-73.984884
10019,49th St,NW,40.759384,-73.984709
10019,49th St,SE,40.760297,-73.983567
10019,59th St,NE,40.768649,-73.981184
10019,50th St,SE,40.762085,-73.985829
10019,50th St,NE,40.762216,-73.985757
10019,42nd St,NW,40.758685,-73.98899
10019,47-50th Sts Rockefeller Center,W,40.758977,-73.981352
10019,47-50th Sts Rockefeller Center,W,40.759105,-73.981252
10019,5th Av-53rd St,NE,40.759721,-73.973858
10019,5th Av-53rd St,SE,40.759556,-73.974068
10019,7th Av,SE,40.763141,-73.982666
10019,7th Av,NE,40.763388,-73.982495
10019,59th St-Columbus Circle,SW,40.768777,-73.982106
10019,59th St-Columbus Circle,SE,40.769227,-73.9824
10019,59th St-Columbus Circle,SE,40.769365,-73.982392
10019,50th St,SW,40.761432,-73.98437
10019,50th St,NW,40.761561,-73.984154
10019,50th St,NE,40.7629,-73.985412
10019,59th St,West,40.768719,-73.981788
10019,59th St-Columbus Circle,SE,40.767654,-73.981423
10019,59th St-Columbus Circle,SE,40.767642,-73.981235
zipcode,Station_Name,Corner,Latitude,Longitude
10016,33rd St,SE,40.746263,-73.981663
10016,33rd St,SE,40.746242,-73.9816
10016,33rd St,NE,40.74655,-73.981533
10016,28th St,SE,40.743128,-73.983806
10016,28th St,SE,40.743167,-73.983896
10016,28th St,NE,40.743304,-73.983857
10016,28th St,NE,40.743257,-73.983738
10016,23rd St,SE,40.740008,-73.986233
10016,23rd St,SE,40.739984,-73.986343
10016,23rd St,NE,40.74018,-73.986006
10016,34th St,SE,40.74959,-73.98762
10016,34th St,NE,40.749891,-73.987495
10016,34th St,SE,40.750271,-73.987066
10016,34th St,NW,40.750647,-73.987346
10016,34th St,NE,40.750404,-73.986989
10016,Grand Central-42nd St,SE,40.751741,-73.977691
10016,Grand Central-42nd St,SE,40.751653,-73.977753
10016,Grand Central-42nd St,SW,40.751352,-73.976396
10016,Grand Central-42nd St,SE,40.751647,-73.977382
10016,33rd St,SE,40.745585,-73.982198
10016,33rd St,SE,40.745641,-73.982103
10016,33rd St,SW,40.746447,-73.982147
10016,33rd St,NW,40.746632,-73.981882
10016,33rd St,SW,40.745723,-73.982531
10016,33rd St,SW,40.745821,-73.982576
10016,28th St,NW,40.743484,-73.98428
10016,28th St,SW,40.743394,-73.984409
10016,28th St,SW,40.743351,-73.984302
10016,23rd St,NW,40.740419,-73.986452
10016,23rd St,SW,40.739501,-73.987134
10016,23rd St,SW,40.740097,-73.986601
10016,23rd St,SW,40.74018,-73.986617
10016,23rd St,NW,40.739674,-73.98704
10016,23rd St,NE,40.739477,-73.986562
10016,Grand Central-42nd St,SW,40.750851,-73.975078
10016,Grand Central,SW,40.752184,-73.978048
10016,Grand Central-42nd St,SE,40.751721,-73.977197
10016,Grand Central-42nd St,SE,40.751801,-73.975294
10016,Grand Central-42nd St,NE,40.751345,-73.975409
10016,Grand Central-42nd St,NW,40.751701,-73.976087
zipcode,Station_Name,Corner,Latitude,Longitude
10014,8th Av,SE,40.73955,-74.002389
10014,8th Av,SW,40.739734,-74.002804
10014,14th St,SW,40.740938,-74.001919
10014,14th St,NW,40.741235,-74.001715
10014,14th St,SE,40.740944,-74.001402
10014,14th St,NE,40.741046,-74.001284
10014,14th St,NW,40.739949,-74.002655
10014,West 4th St,,40.731086,-74.001209
10014,West 4th St,NW,40.731133,-74.001534
10014,West 4th St,NE,40.731091,-74.001127
10014,Spring St,NE,40.725583,-74.003747
10014,14th St,SW,40.738484,-73.999914
10014,14th St,NW,40.738775,-73.999711
10014,Christopher St,SE,40.733402,-74.002748
10014,Houston St,SE,40.728472,-74.005188
10014,Houston St,NE,40.728656,-74.005086
10014,West 4th St,NE,40.733067,-73.999728
10014,West 4th St,NE,40.733259,-73.999615
10014,West 4th St,NW,40.733072,-74.000192
10014,Spring St,NW,40.725595,-74.004326
10014,Spring St,SW,40.726208,-74.00399
10014,14th St,SE,40.738358,-73.999656
10014,14th St,NW,40.738013,-74.000329
10014,14th St,NW,40.737388,-74.000815
10014,14th St,NE,40.737197,-74.0004
10014,Christopher St,SW,40.733515,-74.003147
10014,Christopher St,SW,40.733467,-74.003076
10014,Christopher St,NW,40.733634,-74.003123
10014,Christopher St,NW,40.733652,-74.003006
10014,Houston St,SE,40.727739,-74.005305
10014,Houston St,NE,40.727989,-74.005258
10014,Houston St,SW,40.72784,-74.005681
10014,Houston St,NW,40.727983,-74.00565
10014,Houston St,SW,40.728561,-74.00554
10014,Houston St,NW,40.728686,-74.005517
10014,14th St,NE,40.74041,-74.00175
10014,14th St,NW,40.740598,-74.002185
10014,14th St,NE,40.739776,-74.002256
10014,14th St,NE,40.737846,-73.99993
zipcode,Station_Name,Corner,Latitude,Longitude
10128,96th St,SW,40.785843,-73.951232
10128,96th St,SE,40.78564,-73.95093
10128,96th St,NW,40.786055,-73.951057
10128,96th St,NE,40.785903,-73.950695
10128,86th St,SW,40.779468,-73.955905
10128,86th St,NW,40.779718,-73.955719
10128,86th St,SW,40.779427,-73.95581
10128,86th St,NW,40.77972,-73.955596
10128,86th St,NE,40.779661,-73.955302
10128,86th St,NE,40.779577,-73.955304
10128,86th St,SE,40.779284,-73.955443
10128,86th St,SE,40.77933,-73.955545
10128,77th St,SE,40.773526,-73.959734
10128,77th St,NE,40.773631,-73.959659
10128,77th St,SE,40.773493,-73.959659
10128,77th St,NE,40.773603,-73.959578
zipcode,Station_Name,Corner,Latitude,Longitude
10025,116th St,SW,40.804312,-73.955643
10025,116th St,NW,40.804639,-73.955559
10025,Cathedral Parkway-110th St,SW,40.800002,-73.958882
10025,Cathedral Parkway-110th St,NE,40.800002,-73.958448
10025,103rd St,NW,40.796263,-73.96161
10025,96th St,SW,40.791642,-73.965009
10025,116th St-Columbia University,NW,40.808251,-73.963955
10025,116th St-Columbia University,NE,40.808099,-73.963603
10025,116th St-Columbia University,NW,40.8084,-73.963845
10025,116th St-Columbia University,NE,40.808245,-73.963495
10025,Cathedral Parkway-110th St,NW,40.80439,-73.966786
10025,103rd St,NW,40.799282,-73.968679
10025,103rd St,NE,40.799142,-73.968314
10025,103rd St,NW,40.79941,-73.968612
10025,103rd St,NE,40.799223,-73.968271
10025,86th St,NW,40.788515,-73.976718
10025,116th St,NE,40.804428,-73.955024
10025,116th St,SE,40.804172,-73.955131
10025,Cathedral Parkway-110th St,SW,40.800866,-73.958405
10025,96th St,SW,40.792285,-73.964423
10025,96th St,NW,40.792591,-73.964316
10025,116th St-Columbia University,SE,40.807535,-73.964013
10025,Cathedral Parkway-110th St,SE,40.803926,-73.966647
10025,Cathedral Parkway-110th St,NE,40.804257,-73.966422
10025,96th St,N,40.794329,-73.972042
10025,103rd St,SE,40.799584,-73.968091
10025,96th St,SW,40.79307,-73.973174
10025,96th St,SE,40.792923,-73.972824
10025,96th St,SW,40.793209,-73.973074
10025,96th St,SE,40.793065,-73.972722
10025,86th St,NE,40.78902,-73.97633
10025,96th St,N,40.794611,-73.972053
zipcode,Station_Name,Corner,Latitude,Longitude
10039,168th St - Washington Heights,SE,40.840741,-73.939252
10039,163rd St - Amsterdam Av,SE,40.835192,-73.940146
10039,163rd St - Amsterdam Av,NE,40.835278,-73.939625
10039,163rd St - Amsterdam Av,SW,40.835936,-73.940137
10039,155th St,SW,40.830744,-73.941597
10039,155th St,SW,40.830854,-73.941638
10039,155th St,NW,40.831106,-73.94155
10039,155th St,NW,40.831139,-73.941447
10039,155th St,NE,40.831031,-73.941149
10039,155th St,NE,40.830921,-73.9411
10039,155th St,NW,40.830313,-73.936687
10039,Harlem-148th St,NE,40.824069,-73.936981
10039,145th St,SW,40.820343,-73.936508
10039,145th St,NW,40.820662,-73.936275
10039,175th St,SW,40.846352,-73.940287
10039,175th St,SE,40.846407,-73.939861
10039,168th St - Washington Heights,NW,40.84186,-73.939569
10039,168th St - Washington Heights,NW,40.841928,-73.939455
10039,168th St - Washington Heights,NE,40.84176,-73.939067
10039,145th St,NE,40.825581,-73.943444
10039,168th St,SW,40.840859,-73.940209
10039,168th St,,40.841024,-73.940083
10039,168th St,SE,40.840717,-73.93972
10039,145th St,SE,40.820161,-73.936253
10039,145th St,NE,40.820602,-73.935933
zipcode,Station_Name,Corner,Latitude,Longitude
10006,Cortlandt St,NE,40.710871,-74.010767
10006,Cortlandt St,SE,40.711065,-74.010644
10006,Rector St,SE,40.707647,-74.012924
10006,Rector St,NE,40.707902,-74.012774
10006,Rector St,NE,40.708028,-74.012696
10006,World Trade Center,,40.711793,-74.010165
10006,World Trade Center,,40.71171,-74.010204
10006,World Trade Center,NW,40.712258,-74.010306
10006,Rector St,NE,40.708107,-74.013445
10006,Wall St,SE,40.70719,-74.011997
10006,Wall St,SE,40.707446,-74.011848
10006,Wall St,SE,40.707577,-74.011731
10006,Cortlandt St,SE,40.710201,-74.011198
10006,Cortlandt St,NE,40.710435,-74.011066
10006,Rector St,NE,40.706345,-74.014
10006,Rector St,SW,40.707495,-74.013273
10006,Rector St,SW,40.707659,-74.013166
10006,Rector St,NW,40.70795,-74.012963
10006,Rector St,NW,40.708083,-74.012863
10006,Rector St,NW,40.707225,-74.013454
10006,Broad St,SE,40.706142,-74.011128
10006,Broad St,SE,40.705961,-74.011229
10006,Broad St,SW,40.706001,-74.011497
10006,Broad St,NW,40.706439,-74.011263
10006,Rector St,NW,40.706493,-74.014319
10006,Rector St,NE,40.706527,-74.014144
